habitat_type,stationID,latitude,longitude,
floatingAquaticVeg,BALA18,42.26600169,-88.12870962,
floatingAquaticVeg,BALA19,42.26600169,-88.12870962,
floatingAquaticVeg,BALA20,42.27252823,-88.13034057,
floatingAquaticVeg,BALA21,42.27252823,-88.13034057,
floatingAquaticVeg,BALA22,42.27252823,-88.13034057,
floatingAquaticVeg,BALA23,42.27252823,-88.13034057,
floatingAquaticVeg,BALA24,42.27252823,-88.13034057,
floatingAquaticVeg,BALA25,42.27344624,-88.12988689,
floatingAquaticVeg,BALA26,42.27344624,-88.12988689,
floatingAquaticVeg,BALA27,42.27344624,-88.12988689,
floatingAquaticVeg,BALA28,42.27344624,-88.12988689,
floatingAquaticVeg,BALA29,42.27344624,-88.12988689,
floatingAquaticVeg,BALA30,42.27257796,-88.12981439,
imperviousSurfaces,CRLA01,42.4985958,-88.0903084,
imperviousSurfaces,CRLA02,42.49866937,-88.09050462,
imperviousSurfaces,CRLA03,42.49866937,-88.09050462,
imperviousSurfaces,CRLA04,42.49866937,-88.09050462,
imperviousSurfaces,CRLA05,42.49879371,-88.09032134,
imperviousSurfaces,CRLA06,42.49852741,-88.09104354,
imperviousSurfaces,CRLA07,42.49852741,-88.09104354,
imperviousSurfaces,CRLA08,42.49852741,-88.09104354,
imperviousSurfaces,CRLA09,42.49852741,-88.09104354,
imperviousSurfaces,CRLA10,42.49852741,-88.09104354,
imperviousSurfaces,CRLA11,42.49853041,-88.09089512,
imperviousSurfaces,CRLA12,42.498766,-88.09083819,
imperviousSurfaces,CRLA13,42.49892669,-88.09068982,
imperviousSurfaces,CRLA14,42.49892669,-88.09068982,
imperviousSurfaces,CRLA15,42.49892669,-88.09068982,
imperviousSurfaces,CRLA16,42.49999778,-88.08918244,
imperviousSurfaces,CRLA17,42.49999778,-88.08918244,
imperviousSurfaces,CRLA18,42.49999778,-88.08918244,
imperviousSurfaces,CRLA19,42.49999778,-88.08918244,
imperviousSurfaces,CRLA20,42.49999778,-88.08918244,
imperviousSurfaces,CRLA21,42.49913794,-88.08989375,
imperviousSurfaces,CRLA22,42.49913794,-88.08989375,
imperviousSurfaces,CRLA23,42.49913794,-88.08989375,
imperviousSurfaces,CRLA24,42.49913794,-88.08989375,
imperviousSurfaces,CRLA25,42.49913794,-88.08989375,
imperviousSurfaces,CRLA26,42.49561486,-88.0898602,
imperviousSurfaces,CRLA27,42.49561486,-88.0898602,
imperviousSurfaces,CRLA28,42.49561486,-88.0898602,
imperviousSurfaces,CRLA29,42.49561486,-88.0898602,
imperviousSurfaces,CRLA30,42.49559761,-88.09026922,
imperviousSurfaces,LOLA01,42.44858885,-88.08490608,
imperviousSurfaces,LOLA02,42.44858885,-88.08490608,
imperviousSurfaces,LOLA03,42.44858885,-88.08490608,
imperviousSurfaces,LOLA04,42.44858885,-88.08490608,
imperviousSurfaces,LOLA05,42.44858885,-88.08490608,
imperviousSurfaces,LOLA06,42.44858885,-88.08490608,
imperviousSurfaces,LOLA07,42.44858885,-88.08490608,
imperviousSurfaces,LOLA08,42.44830474,-88.08423072,
imperviousSurfaces,LOLA09,42.44830474,-88.08423072,
imperviousSurfaces,LOLA10,42.44932413,-88.0838127,
imperviousSurfaces,LOLA11,42.44932413,-88.0838127,
imperviousSurfaces,LOLA12,42.44932413,-88.0838127,
imperviousSurfaces,LOLA13,42.44932413,-88.0838127,
imperviousSurfaces,LOLA14,42.44957589,-88.08336131,
imperviousSurfaces,LOLA15,42.44957589,-88.08336131,
imperviousSurfaces,LOLA16,42.44990279,-88.08226283,
imperviousSurfaces,LOLA17,42.44990279,-88.08226283,
imperviousSurfaces,LOLA18,42.44990279,-88.08226283,
imperviousSurfaces,LOLA19,42.44990279,-88.08226283,
imperviousSurfaces,LOLA20,42.44990279,-88.08226283,
imperviousSurfaces,LOLA21,42.45007434,-88.08170754,
imperviousSurfaces,LOLA22,42.4495324,-88.08193058,
imperviousSurfaces,LOLA23,42.45184469,-88.07753306,
imperviousSurfaces,LOLA24,42.45184469,-88.07753306,
imperviousSurfaces,LOLA25,42.45184469,-88.07753306,
imperviousSurfaces,LOLA26,42.45184469,-88.07753306,
imperviousSurfaces,LOLA27,42.45184469,-88.07753306,
imperviousSurfaces,LOLA28,42.45184469,-88.07753306,
imperviousSurfaces,LOLA29,42.45263905,-88.07763671,
imperviousSurfaces,LOLA30,42.45263905,-88.07763671,
imperviousSurfaces,DELA01,42.41592004,-88.06454985,
imperviousSurfaces,DELA02,42.41592004,-88.06454985,
imperviousSurfaces,DELA03,42.41592004,-88.06454985,
imperviousSurfaces,DELA04,42.41592004,-88.06454985,
imperviousSurfaces,DELA05,42.41592004,-88.06454985,
imperviousSurfaces,DELA06,42.41592004,-88.06454985,
imperviousSurfaces,DELA07,42.41592004,-88.06454985,
imperviousSurfaces,DELA08,42.41653465,-88.06213883,
imperviousSurfaces,DELA09,42.41653465,-88.06213883,
imperviousSurfaces,DELA10,42.41653465,-88.06213883,
imperviousSurfaces,DELA11,42.41805823,-88.06214945,
imperviousSurfaces,DELA12,42.41805823,-88.06214945,
imperviousSurfaces,DELA13,42.41805823,-88.06214945,
imperviousSurfaces,DELA14,42.41805823,-88.06214945,
imperviousSurfaces,DELA15,42.41820819,-88.06155667,
imperviousSurfaces,DELA16,42.41805578,-88.06247581,
imperviousSurfaces,DELA17,42.4175911,-88.06143347,
imperviousSurfaces,DELA18,42.4175911,-88.06143347,
imperviousSurfaces,DELA19,42.4172518,-88.06045774,
imperviousSurfaces,DELA20,42.4172518,-88.06045774,
imperviousSurfaces,DELA21,42.42456531,-88.0630713,
imperviousSurfaces,DELA22,42.42456531,-88.0630713,
imperviousSurfaces,DELA23,42.42491517,-88.06319017,
imperviousSurfaces,DELA24,42.42489184,-88.06305776,
imperviousSurfaces,DELA25,42.42494959,-88.06365058,
imperviousSurfaces,DELA26,42.42494959,-88.06365058,
imperviousSurfaces,DELA27,42.42494959,-88.06365058,
imperviousSurfaces,DELA28,42.42491739,-88.06295695,
imperviousSurfaces,DELA29,42.42451312,-88.06247246,
imperviousSurfaces,DELA30,42.42461641,-88.06231598,
imperviousSurfaces,CELA01,42.41919486,-88.08126738,
imperviousSurfaces,CELA02,42.41919486,-88.08126738,
imperviousSurfaces,CELA03,42.41919486,-88.08126738,
imperviousSurfaces,CELA04,42.41919486,-88.08126738,
imperviousSurfaces,CELA05,42.41881143,-88.08103477,
imperviousSurfaces,CELA06,42.41881143,-88.08103477,
imperviousSurfaces,CELA07,42.41817058,-88.08134206,
imperviousSurfaces,CELA08,42.4195534,-88.08002132,
imperviousSurfaces,CELA09,42.4195534,-88.08002132,
imperviousSurfaces,CELA10,42.41863007,-88.08043364,
imperviousSurfaces,CELA11,42.41844359,-88.08656928,
imperviousSurfaces,CELA12,42.41844359,-88.08656928,
imperviousSurfaces,CELA13,42.41597645,-88.08933354,
imperviousSurfaces,CELA14,42.41597645,-88.08933354,
imperviousSurfaces,CELA15,42.41597645,-88.08933354,
imperviousSurfaces,CELA16,42.41597645,-88.08933354,
imperviousSurfaces,CELA17,42.41597645,-88.08933354,
imperviousSurfaces,CELA18,42.41567453,-88.0902487,
imperviousSurfaces,CELA19,42.41587232,-88.09028443,
imperviousSurfaces,CELA20,42.41508376,-88.09123415,
imperviousSurfaces,CELA21,42.41552427,-88.09280319,
imperviousSurfaces,CELA22,42.41552427,-88.09280319,
imperviousSurfaces,CELA23,42.41567593,-88.09432417,
imperviousSurfaces,CELA24,42.41567593,-88.09432417,
imperviousSurfaces,CELA25,42.41567593,-88.09432417,
imperviousSurfaces,CELA26,42.41567593,-88.09432417,
imperviousSurfaces,CELA27,42.41589817,-88.09427005,
imperviousSurfaces,CELA28,42.41585092,-88.09538489,
imperviousSurfaces,CELA29,42.41585092,-88.09538489,
imperviousSurfaces,CELA30,42.41679319,-88.09558232,
imperviousSurfaces,ALMA01,42.3351668,-87.98175056,
imperviousSurfaces,ALMA02,42.3351668,-87.98175056,
imperviousSurfaces,ALMA03,42.3351668,-87.98175056,
imperviousSurfaces,ALMA04,42.3351668,-87.98175056,
imperviousSurfaces,ALMA05,42.33541657,-87.98161349,
imperviousSurfaces,ALMA06,42.33517693,-87.98070119,
imperviousSurfaces,ALMA07,42.33517693,-87.98070119,
imperviousSurfaces,ALMA08,42.33552121,-87.97899453,
imperviousSurfaces,ALMA09,42.33552121,-87.97899453,
imperviousSurfaces,ALMA10,42.33552121,-87.97899453,
imperviousSurfaces,ALMA11,42.33552121,-87.97899453,
imperviousSurfaces,ALMA12,42.33552121,-87.97899453,
imperviousSurfaces,ALMA13,42.33552121,-87.97899453,
imperviousSurfaces,ALMA14,42.33469233,-87.97929987,
imperviousSurfaces,ALMA15,42.33469233,-87.97929987,
imperviousSurfaces,ALMA16,42.33509471,-87.97806459,
imperviousSurfaces,ALMA17,42.33679856,-87.97797195,
imperviousSurfaces,ALMA18,42.33679856,-87.97797195,
imperviousSurfaces,ALMA19,42.3357177,-87.97835252,
imperviousSurfaces,ALMA20,42.33518235,-87.97838472,
imperviousSurfaces,ALMA21,42.33285014,-87.97824561,
imperviousSurfaces,ALMA22,42.33285014,-87.97824561,
imperviousSurfaces,ALMA23,42.33285014,-87.97824561,
imperviousSurfaces,ALMA24,42.33339232,-87.97826714,
imperviousSurfaces,ALMA25,42.33370121,-87.97821629,
imperviousSurfaces,ALMA26,42.33809468,-87.97847731,
imperviousSurfaces,ALMA27,42.33856912,-87.97841565,
imperviousSurfaces,ALMA28,42.33879465,-87.97845753,
imperviousSurfaces,ALMA29,42.33923391,-87.97827403,
imperviousSurfaces,ALMA30,42.33974166,-87.97831672,
imperviousSurfaces,SAPO01,42.33415307,-88.01269419,
imperviousSurfaces,SAPO02,42.33415307,-88.01269419,
imperviousSurfaces,SAPO03,42.33415307,-88.01269419,
imperviousSurfaces,SAPO04,42.33415307,-88.01269419,
imperviousSurfaces,SAPO05,42.33432089,-88.0125369,
imperviousSurfaces,SAPO06,42.33432089,-88.0125369,
imperviousSurfaces,SAPO07,42.33416146,-88.01265851,
imperviousSurfaces,SAPO08,42.33416146,-88.01265851,
imperviousSurfaces,SAPO09,42.33416146,-88.01265851,
imperviousSurfaces,SAPO10,42.33416146,-88.01265851,
imperviousSurfaces,SAPO11,42.33416146,-88.01265851,
imperviousSurfaces,SAPO12,42.33419982,-88.01280769,
imperviousSurfaces,SAPO13,42.33419982,-88.01280769,
imperviousSurfaces,SAPO14,42.33419982,-88.01280769,
imperviousSurfaces,SAPO15,42.33419982,-88.01280769,
imperviousSurfaces,SAPO16,42.33436404,-88.01296822,
imperviousSurfaces,SAPO17,42.33325885,-88.01328603,
imperviousSurfaces,SAPO18,42.33334861,-88.01300227,
imperviousSurfaces,SAPO19,42.33334861,-88.01300227,
imperviousSurfaces,SAPO20,42.33334861,-88.01300227,
imperviousSurfaces,SAPO21,42.33334861,-88.01300227,
imperviousSurfaces,SAPO22,42.33315682,-88.01161264,
imperviousSurfaces,SAPO23,42.33315682,-88.01161264,
imperviousSurfaces,SAPO24,42.33307051,-88.01116349,
imperviousSurfaces,SAPO25,42.33307051,-88.01116349,
imperviousSurfaces,SAPO26,42.33329825,-88.01048407,
imperviousSurfaces,SAPO27,42.33371419,-88.01009003,
imperviousSurfaces,SAPO28,42.33377893,-88.0108716,
imperviousSurfaces,SAPO29,42.33404624,-88.01104996,
imperviousSurfaces,SAPO30,42.33431594,-88.01104996,
imperviousSurfaces,LELA01,42.32784477,-88.00977037,
imperviousSurfaces,LELA02,42.32784477,-88.00977037,
imperviousSurfaces,LELA03,42.32784477,-88.00977037,
imperviousSurfaces,LELA04,42.32784477,-88.00977037,
imperviousSurfaces,LELA05,42.32784477,-88.00977037,
imperviousSurfaces,LELA06,42.32742868,-88.00939539,
imperviousSurfaces,LELA07,42.32770475,-88.00918847,
imperviousSurfaces,LELA08,42.32770475,-88.00918847,
imperviousSurfaces,LELA09,42.32770475,-88.00918847,
imperviousSurfaces,LELA10,42.32770475,-88.00918847,
imperviousSurfaces,LELA11,42.32770879,-88.00952855,
imperviousSurfaces,LELA12,42.32766343,-88.00930312,
imperviousSurfaces,LELA13,42.32766343,-88.00930312,
imperviousSurfaces,LELA14,42.32766343,-88.00930312,
imperviousSurfaces,LELA15,42.3276141,-88.0086333,
imperviousSurfaces,LELA16,42.32783978,-88.0093109,
imperviousSurfaces,LELA17,42.32783978,-88.0093109,
imperviousSurfaces,LELA18,42.32789298,-88.00922142,
imperviousSurfaces,LELA19,42.32789298,-88.00922142,
imperviousSurfaces,LELA20,42.32789298,-88.00922142,
imperviousSurfaces,LELA21,42.32992552,-88.01140586,
imperviousSurfaces,LELA22,42.32992552,-88.01140586,
imperviousSurfaces,LELA23,42.32992552,-88.01140586,
imperviousSurfaces,LELA24,42.32992552,-88.01140586,
imperviousSurfaces,LELA25,42.32992552,-88.01140586,
imperviousSurfaces,LELA26,42.32996807,-88.01071539,
imperviousSurfaces,LELA27,42.32996807,-88.01071539,
imperviousSurfaces,LELA28,42.32996807,-88.01071539,
imperviousSurfaces,LELA29,42.32996807,-88.01071539,
imperviousSurfaces,LELA30,42.32996807,-88.01071539,
imperviousSurfaces,BALA01,42.26144546,-88.14091616,
imperviousSurfaces,BALA02,42.26144546,-88.14091616,
imperviousSurfaces,BALA03,42.26144546,-88.14091616,
imperviousSurfaces,BALA04,42.26144546,-88.14091616,
imperviousSurfaces,BALA05,42.26144546,-88.14091616,
imperviousSurfaces,BALA06,42.26144546,-88.14091616,
imperviousSurfaces,BALA07,42.26144546,-88.14091616,
imperviousSurfaces,BALA08,42.26144546,-88.14091616,
imperviousSurfaces,BALA09,42.26144546,-88.14091616,
imperviousSurfaces,BALA10,42.2613512,-88.14022309,
imperviousSurfaces,BALA11,42.26056081,-88.13931904,
imperviousSurfaces,BALA12,42.26056081,-88.13931904,
imperviousSurfaces,BALA13,42.26056081,-88.13931904,
imperviousSurfaces,BALA14,42.26056081,-88.13931904,
imperviousSurfaces,BALA15,42.26059571,-88.13912979,
imperviousSurfaces,BALA16,42.26059571,-88.13912979,
imperviousSurfaces,BALA17,42.26063173,-88.1385612,
imperviousSurfaces,BALA18,42.26067287,-88.13835116,
imperviousSurfaces,BALA19,42.261685,-88.14231647,
imperviousSurfaces,BALA20,42.26130032,-88.14258313,
imperviousSurfaces,BALA21,42.26130032,-88.14258313,
imperviousSurfaces,BALA22,42.26130032,-88.14258313,
imperviousSurfaces,BALA23,42.26137474,-88.14259918,
imperviousSurfaces,BALA24,42.26270862,-88.14359756,
imperviousSurfaces,BALA25,42.26270862,-88.14359756,
imperviousSurfaces,BALA26,42.26270862,-88.14359756,
imperviousSurfaces,BALA27,42.26333158,-88.14344735,
imperviousSurfaces,BALA28,42.26333158,-88.14344735,
imperviousSurfaces,BALA29,42.26321866,-88.14384833,
imperviousSurfaces,BALA30,42.26321866,-88.14384833,
openWater,CRLA01,42.49606544,-88.08834241,
openWater,CRLA02,42.49606544,-88.08834241,
openWater,CRLA03,42.49606544,-88.08834241,
openWater,CRLA04,42.49606544,-88.08834241,
openWater,CRLA05,42.49606544,-88.08834241,
openWater,CRLA06,42.49606544,-88.08834241,
openWater,CRLA07,42.49606544,-88.08834241,
openWater,CRLA08,42.49606544,-88.08834241,
openWater,CRLA09,42.49606544,-88.08834241,
openWater,CRLA10,42.49606544,-88.08834241,
openWater,CRLA11,42.49606544,-88.08834241,
openWater,CRLA12,42.49606544,-88.08834241,
openWater,CRLA13,42.49606544,-88.08834241,
openWater,CRLA14,42.49606544,-88.08834241,
openWater,CRLA15,42.49606544,-88.08834241,
openWater,CRLA16,42.49606544,-88.08834241,
openWater,CRLA17,42.49606544,-88.08834241,
openWater,CRLA18,42.49606544,-88.08834241,
openWater,CRLA19,42.49606544,-88.08834241,
openWater,CRLA20,42.49606544,-88.08834241,
openWater,CRLA21,42.49606544,-88.08834241,
openWater,CRLA22,42.49606544,-88.08834241,
openWater,CRLA23,42.49606544,-88.08834241,
openWater,CRLA24,42.49606544,-88.08834241,
openWater,CRLA25,42.49661751,-88.08623617,
openWater,CRLA26,42.49661751,-88.08623617,
openWater,CRLA27,42.49661751,-88.08623617,
openWater,CRLA28,42.49661751,-88.08623617,
openWater,CRLA29,42.49611048,-88.08479794,
openWater,CRLA30,42.49802666,-88.08741944,
openWater,LOLA01,42.45238655,-88.08465951,
openWater,LOLA02,42.45238655,-88.08465951,
openWater,LOLA03,42.45238655,-88.08465951,
openWater,LOLA04,42.45211501,-88.08443641,
openWater,LOLA05,42.45211501,-88.08443641,
openWater,LOLA06,42.45239814,-88.08336411,
openWater,LOLA07,42.45239814,-88.08336411,
openWater,LOLA08,42.45239814,-88.08336411,
openWater,LOLA09,42.45239814,-88.08336411,
openWater,LOLA10,42.45239814,-88.08336411,
openWater,LOLA11,42.45239814,-88.08336411,
openWater,LOLA12,42.45239814,-88.08336411,
openWater,LOLA13,42.45239814,-88.08336411,
openWater,LOLA14,42.45239814,-88.08336411,
openWater,LOLA15,42.45239814,-88.08336411,
openWater,LOLA16,42.45239814,-88.08336411,
openWater,LOLA17,42.45202034,-88.08355566,
openWater,LOLA18,42.45314038,-88.08489735,
openWater,LOLA19,42.45314038,-88.08489735,
openWater,LOLA20,42.45314038,-88.08489735,
openWater,LOLA21,42.45314038,-88.08489735,
openWater,LOLA22,42.45314038,-88.08489735,
openWater,LOLA23,42.45078125,-88.08544677,
openWater,LOLA24,42.45078125,-88.08544677,
openWater,LOLA25,42.45078125,-88.08544677,
openWater,LOLA26,42.45078125,-88.08544677,
openWater,LOLA27,42.45078125,-88.08544677,
openWater,LOLA28,42.45078125,-88.08544677,
openWater,LOLA29,42.45078125,-88.08544677,
openWater,LOLA30,42.45078125,-88.08544677,
openWater,DELA01,42.42133525,-88.06722402,
openWater,DELA02,42.42133525,-88.06722402,
openWater,DELA03,42.42133525,-88.06722402,
openWater,DELA04,42.42133525,-88.06722402,
openWater,DELA05,42.42133525,-88.06722402,
openWater,DELA06,42.42133525,-88.06722402,
openWater,DELA07,42.42133525,-88.06722402,
openWater,DELA08,42.42133525,-88.06722402,
openWater,DELA09,42.42133525,-88.06722402,
openWater,DELA10,42.42133525,-88.06722402,
openWater,DELA11,42.42133525,-88.06722402,
openWater,DELA12,42.42133525,-88.06722402,
openWater,DELA13,42.42133525,-88.06722402,
openWater,DELA14,42.42133525,-88.06722402,
openWater,DELA15,42.42133525,-88.06722402,
openWater,DELA16,42.4236752,-88.06839937,
openWater,DELA17,42.4236752,-88.06839937,
openWater,DELA18,42.42658074,-88.06741009,
openWater,DELA19,42.42658074,-88.06741009,
openWater,DELA20,42.42658074,-88.06741009,
openWater,DELA21,42.42359426,-88.06446206,
openWater,DELA22,42.42462483,-88.06537182,
openWater,DELA23,42.42462483,-88.06537182,
openWater,DELA24,42.42067454,-88.06676175,
openWater,DELA25,42.42067454,-88.06676175,
openWater,DELA26,42.41870049,-88.06454605,
openWater,DELA27,42.41870049,-88.06454605,
openWater,DELA28,42.41870049,-88.06454605,
openWater,DELA29,42.41963067,-88.06985121,
openWater,DELA30,42.41963067,-88.06985121,
openWater,CELA01,42.42095853,-88.08473585,
openWater,CELA02,42.4199848,-88.08534916,
openWater,CELA03,42.4199848,-88.08534916,
openWater,CELA04,42.4199848,-88.08534916,
openWater,CELA05,42.4199848,-88.08534916,
openWater,CELA06,42.4199848,-88.08534916,
openWater,CELA07,42.4199848,-88.08534916,
openWater,CELA08,42.42063119,-88.08251072,
openWater,CELA09,42.42063119,-88.08251072,
openWater,CELA10,42.42063119,-88.08251072,
openWater,CELA11,42.4201771,-88.08252082,
openWater,CELA12,42.4201771,-88.08252082,
openWater,CELA13,42.4201771,-88.08252082,
openWater,CELA14,42.4201771,-88.08252082,
openWater,CELA15,42.42169843,-88.08404044,
openWater,CELA16,42.42261426,-88.09855058,
openWater,CELA17,42.42261426,-88.09855058,
openWater,CELA18,42.42261426,-88.09855058,
openWater,CELA19,42.42261426,-88.09855058,
openWater,CELA20,42.42261426,-88.09855058,
openWater,CELA21,42.42261426,-88.09855058,
openWater,CELA22,42.42261426,-88.09855058,
openWater,CELA23,42.42261426,-88.09855058,
openWater,CELA24,42.42193501,-88.09844847,
openWater,CELA25,42.42193501,-88.09844847,
openWater,CELA26,42.42193501,-88.09844847,
openWater,CELA27,42.42193501,-88.09844847,
openWater,CELA28,42.42193501,-88.09844847,
openWater,CELA29,42.42193501,-88.09844847,
openWater,CELA30,42.42258737,-88.09579795,
openWater,ALMA01,42.33686141,-87.98354656,
openWater,ALMA02,42.33706187,-87.98361164,
openWater,ALMA03,42.33706187,-87.98361164,
openWater,ALMA04,42.3369892,-87.98405747,
openWater,ALMA05,42.3369892,-87.98405747,
openWater,ALMA06,42.3369892,-87.98405747,
openWater,ALMA07,42.3369892,-87.98405747,
openWater,ALMA08,42.3369892,-87.98405747,
openWater,ALMA09,42.3369892,-87.98405747,
openWater,ALMA10,42.33638035,-87.98455985,
openWater,ALMA11,42.33638035,-87.98455985,
openWater,ALMA12,42.33638035,-87.98455985,
openWater,ALMA13,42.33638035,-87.98455985,
openWater,ALMA14,42.33548595,-87.98434186,
openWater,ALMA15,42.33548595,-87.98434186,
openWater,ALMA16,42.33548595,-87.98434186,
openWater,ALMA17,42.33548595,-87.98434186,
openWater,ALMA18,42.33592844,-87.98106167,
openWater,ALMA19,42.33592844,-87.98106167,
openWater,ALMA20,42.33592844,-87.98106167,
openWater,ALMA21,42.33592844,-87.98106167,
openWater,ALMA22,42.3366512,-87.98033638,
openWater,ALMA23,42.3366512,-87.98033638,
openWater,ALMA24,42.3366512,-87.98033638,
openWater,ALMA25,42.33665406,-87.98193156,
openWater,ALMA26,42.33665406,-87.98193156,
openWater,ALMA27,42.33665406,-87.98193156,
openWater,ALMA28,42.33675438,-87.98187713,
openWater,ALMA29,42.33675438,-87.98187713,
openWater,ALMA30,42.33713887,-87.98302537,
openWater,LELA01,42.32796356,-88.01040523,
openWater,LELA02,42.32796356,-88.01040523,
openWater,LELA03,42.32796356,-88.01040523,
openWater,LELA04,42.32796356,-88.01040523,
openWater,LELA05,42.32796356,-88.01040523,
openWater,LELA06,42.32796356,-88.01040523,
openWater,LELA07,42.32796356,-88.01040523,
openWater,LELA08,42.32796356,-88.01040523,
openWater,LELA09,42.32796356,-88.01040523,
openWater,LELA10,42.32796356,-88.01040523,
openWater,LELA11,42.32796356,-88.01040523,
openWater,LELA12,42.32796356,-88.01040523,
openWater,LELA13,42.32796356,-88.01040523,
openWater,LELA14,42.32796356,-88.01040523,
openWater,LELA15,42.32796356,-88.01040523,
openWater,LELA16,42.32796356,-88.01040523,
openWater,LELA17,42.32796356,-88.01040523,
openWater,LELA18,42.32796356,-88.01040523,
openWater,LELA19,42.32796356,-88.01040523,
openWater,LELA20,42.32796356,-88.01040523,
openWater,LELA21,42.32796356,-88.01040523,
openWater,LELA22,42.32689482,-88.01093656,
openWater,LELA23,42.32689482,-88.01093656,
openWater,LELA24,42.32689482,-88.01093656,
openWater,LELA25,42.32689482,-88.01093656,
openWater,LELA26,42.32689482,-88.01093656,
openWater,LELA27,42.32689482,-88.01093656,
openWater,LELA28,42.32689482,-88.01093656,
openWater,LELA29,42.32689482,-88.01093656,
openWater,LELA30,42.32689482,-88.01093656,
openWater,BALA01,42.26596129,-88.13515899,
openWater,BALA02,42.26596129,-88.13515899,
openWater,BALA03,42.26596129,-88.13515899,
openWater,BALA04,42.26596129,-88.13515899,
openWater,BALA05,42.26596129,-88.13515899,
openWater,BALA06,42.26596129,-88.13515899,
openWater,BALA07,42.26596129,-88.13515899,
openWater,BALA08,42.26596129,-88.13515899,
openWater,BALA09,42.26596129,-88.13515899,
openWater,BALA10,42.26596129,-88.13515899,
openWater,BALA11,42.26596129,-88.13515899,
openWater,BALA12,42.26596129,-88.13515899,
openWater,BALA13,42.26596129,-88.13515899,
openWater,BALA14,42.26596129,-88.13515899,
openWater,BALA15,42.26596129,-88.13515899,
openWater,BALA16,42.26596129,-88.13515899,
openWater,BALA17,42.26596129,-88.13515899,
openWater,BALA18,42.26596129,-88.13515899,
openWater,BALA19,42.26596129,-88.13515899,
openWater,BALA20,42.26610422,-88.13088145,
openWater,BALA21,42.26610422,-88.13088145,
openWater,BALA22,42.26610422,-88.13088145,
openWater,BALA23,42.26610422,-88.13088145,
openWater,BALA24,42.26610422,-88.13088145,
openWater,BALA25,42.26610422,-88.13088145,
openWater,BALA26,42.2664276,-88.13052726,
openWater,BALA27,42.2664276,-88.13052726,
openWater,BALA28,42.2664276,-88.13052726,
openWater,BALA29,42.2664276,-88.13052726,
openWater,BALA30,42.2664276,-88.13052726,
openWater,SAPO01,42.33376088,-88.01351103,
openWater,SAPO02,42.33376088,-88.01351103,
openWater,SAPO03,42.33379887,-88.01359498,
openWater,SAPO04,42.33379887,-88.01359498,
openWater,SAPO05,42.33379887,-88.01359498,
openWater,SAPO06,42.33379887,-88.01359498,
openWater,SAPO07,42.33379887,-88.01359498,
openWater,SAPO08,42.33378475,-88.01349869,
openWater,SAPO09,42.33378475,-88.01349869,
openWater,SAPO10,42.33378475,-88.01349869,
openWater,SAPO11,42.33378475,-88.01349869,
openWater,SAPO12,42.33378475,-88.01349869,
openWater,SAPO13,42.33387215,-88.01354989,
openWater,SAPO14,42.33387215,-88.01354989,
openWater,SAPO15,42.33371567,-88.01328092,
openWater,SAPO16,42.33371567,-88.01328092,
openWater,SAPO17,42.33371567,-88.01328092,
openWater,SAPO18,42.33371567,-88.01328092,
openWater,SAPO19,42.33373129,-88.01343612,
openWater,SAPO20,42.33373129,-88.01343612,
openWater,SAPO21,42.33373129,-88.01350601,
